(0.53672, 0.00000, 0.00000)
(0.59872, -1.00000, 0.00000)
(0.59872, 1.00000, 0.00000)
(0.77566, -2.00000, 0.00000)
(0.77566, 2.00000, 0.00000)
(1.00000, -2.76392, 0.00000)
(1.00000, -2.00000, 0.00000)
(1.00000, -1.00000, 0.00000)
(1.00000, 0.00000, 0.00000)
(1.00000, 1.00000, 0.00000)
(1.00000, 2.00000, 0.00000)
(1.00000, 2.76392, 0.00000)
(1.07142, -3.00000, 0.00000)
(1.07142, 3.00000, 0.00000)
(1.53035, -4.00000, 0.00000)
(1.53035, 4.00000, 0.00000)
(2.00000, -4.75824, 0.00000)
(2.00000, -4.00000, 0.00000)
(2.00000, -3.00000, 0.00000)
(2.00000, -2.00000, 0.00000)
(2.00000, -1.00000, 0.00000)
(2.00000, 0.00000, 0.00000)
(2.00000, 1.00000, 0.00000)
(2.00000, 2.00000, 0.00000)
(2.00000, 3.00000, 0.00000)
(2.00000, 4.00000, 0.00000)
(2.00000, 4.75824, 0.00000)
(2.15792, -5.00000, 0.00000)
(2.15792, 5.00000, 0.00000)
(2.88363, -6.00000, 0.00000)
(2.88363, 6.00000, 0.00000)
(3.00000, -6.16390, 0.00000)
(3.00000, -6.00000, 0.00000)
(3.00000, -5.00000, 0.00000)
(3.00000, -4.00000, 0.00000)
(3.00000, -3.00000, 0.00000)
(3.00000, -2.00000, 0.00000)
(3.00000, -1.00000, 0.00000)
(3.00000, 0.00000, 0.00000)
(3.00000, 1.00000, 0.00000)
(3.00000, 2.00000, 0.00000)
(3.00000, 3.00000, 0.00000)
(3.00000, 4.00000, 0.00000)
(3.00000, 5.00000, 0.00000)
(3.00000, 6.00000, 0.00000)
(3.00000, 6.16390, 0.00000)
(3.67533, -7.00000, 0.00000)
(3.67533, 7.00000, 0.00000)
(4.00000, -7.00000, 0.00000)
(4.00000, -6.00000, 0.00000)
(4.00000, -5.00000, 0.00000)
(4.00000, -4.00000, 0.00000)
(4.00000, -3.00000, 0.00000)
(4.00000, -2.00000, 0.00000)
(4.00000, -1.00000, 0.00000)
(4.00000, 0.00000, 0.00000)
(4.00000, 1.00000, 0.00000)
(4.00000, 2.00000, 0.00000)
(4.00000, 3.00000, 0.00000)
(4.00000, 4.00000, 0.00000)
(4.00000, 5.00000, 0.00000)
(4.00000, 6.00000, 0.00000)
(4.00000, 7.00000, 0.00000)
(5.00000, -8.00000, 0.00000)
(5.00000, -7.00000, 0.00000)
(5.00000, -6.00000, 0.00000)
(5.00000, -5.00000, 0.00000)
(5.00000, -4.00000, 0.00000)
(5.00000, -3.00000, 0.00000)
(5.00000, -2.00000, 0.00000)
(5.00000, -1.00000, 0.00000)
(5.00000, 0.00000, 0.00000)
(5.00000, 1.00000, 0.00000)
(5.00000, 2.00000, 0.00000)
(5.00000, 3.00000, 0.00000)
(5.00000, 4.00000, 0.00000)
(5.00000, 5.00000, 0.00000)
(5.00000, 6.00000, 0.00000)
(5.00000, 7.00000, 0.00000)
(5.00000, 8.00000, 0.00000)
(6.00000, -8.71466, 0.00000)
(6.00000, -8.00000, 0.00000)
(6.00000, -7.00000, 0.00000)
(6.00000, -6.00000, 0.00000)
(6.00000, -5.00000, 0.00000)
(6.00000, -4.00000, 0.00000)
(6.00000, -3.00000, 0.00000)
(6.00000, -2.00000, 0.00000)
(6.00000, -1.00000, 0.00000)
(6.00000, 0.00000, 0.00000)
(6.00000, 1.00000, 0.00000)
(6.00000, 2.00000, 0.00000)
(6.00000, 3.00000, 0.00000)
(6.00000, 4.00000, 0.00000)
(6.00000, 5.00000, 0.00000)
(6.00000, 6.00000, 0.00000)
(6.00000, 7.00000, 0.00000)
(6.00000, 8.00000, 0.00000)
(6.00000, 8.71466, 0.00000)
(6.51486, -9.00000, 0.00000)
(6.51486, 9.00000, 0.00000)
(7.00000, -9.00000, 0.00000)
(7.00000, -8.00000, 0.00000)
(7.00000, -7.00000, 0.00000)
(7.00000, -6.00000, 0.00000)
(7.00000, -5.00000, 0.00000)
(7.00000, -4.00000, 0.00000)
(7.00000, -3.00000, 0.00000)
(7.00000, -2.00000, 0.00000)
(7.00000, -1.00000, 0.00000)
(7.00000, 0.00000, 0.00000)
(7.00000, 1.00000, 0.00000)
(7.00000, 2.00000, 0.00000)
(7.00000, 3.00000, 0.00000)
(7.00000, 4.00000, 0.00000)
(7.00000, 5.00000, 0.00000)
(7.00000, 6.00000, 0.00000)
(7.00000, 7.00000, 0.00000)
(7.00000, 8.00000, 0.00000)
(7.00000, 9.00000, 0.00000)
(8.00000, -9.69982, 0.00000)
(8.00000, -9.00000, 0.00000)
(8.00000, -8.00000, 0.00000)
(8.00000, -7.00000, 0.00000)
(8.00000, -6.00000, 0.00000)
(8.00000, -5.00000, 0.00000)
(8.00000, -4.00000, 0.00000)
(8.00000, -3.00000, 0.00000)
(8.00000, -2.00000, 0.00000)
(8.00000, -1.00000, 0.00000)
(8.00000, 0.00000, 0.00000)
(8.00000, 1.00000, 0.00000)
(8.00000, 2.00000, 0.00000)
(8.00000, 3.00000, 0.00000)
(8.00000, 4.00000, 0.00000)
(8.00000, 5.00000, 0.00000)
(8.00000, 6.00000, 0.00000)
(8.00000, 7.00000, 0.00000)
(8.00000, 8.00000, 0.00000)
(8.00000, 9.00000, 0.00000)
(8.00000, 9.69982, 0.00000)
(8.87337, -10.00000, 0.00000)
(8.87337, 10.00000, 0.00000)
(9.00000, -10.04306, 0.00000)
(9.00000, -10.00000, 0.00000)
(9.00000, -9.00000, 0.00000)
(9.00000, -8.00000, 0.00000)
(9.00000, -7.00000, 0.00000)
(9.00000, -6.00000, 0.00000)
(9.00000, -5.00000, 0.00000)
(9.00000, -4.00000, 0.00000)
(9.00000, -3.00000, 0.00000)
(9.00000, -2.00000, 0.00000)
(9.00000, -1.00000, 0.00000)
(9.00000, 0.00000, 0.00000)
(9.00000, 1.00000, 0.00000)
(9.00000, 2.00000, 0.00000)
(9.00000, 3.00000, 0.00000)
(9.00000, 4.00000, 0.00000)
(9.00000, 5.00000, 0.00000)
(9.00000, 6.00000, 0.00000)
(9.00000, 7.00000, 0.00000)
(9.00000, 8.00000, 0.00000)
(9.00000, 9.00000, 0.00000)
(9.00000, 10.00000, 0.00000)
(9.00000, 10.04306, 0.00000)
(10.00000, -10.25319, 0.00000)
(10.00000, -10.00000, 0.00000)
(10.00000, -9.00000, 0.00000)
(10.00000, -8.00000, 0.00000)
(10.00000, -7.00000, 0.00000)
(10.00000, -6.00000, 0.00000)
(10.00000, -5.00000, 0.00000)
(10.00000, -4.00000, 0.00000)
(10.00000, -3.00000, 0.00000)
(10.00000, -2.00000, 0.00000)
(10.00000, -1.00000, 0.00000)
(10.00000, 0.00000, 0.00000)
(10.00000, 1.00000, 0.00000)
(10.00000, 2.00000, 0.00000)
(10.00000, 3.00000, 0.00000)
(10.00000, 4.00000, 0.00000)
(10.00000, 5.00000, 0.00000)
(10.00000, 6.00000, 0.00000)
(10.00000, 7.00000, 0.00000)
(10.00000, 8.00000, 0.00000)
(10.00000, 9.00000, 0.00000)
(10.00000, 10.00000, 0.00000)
(10.00000, 10.25319, 0.00000)
(11.00000, -10.33763, 0.00000)
(11.00000, -10.00000, 0.00000)
(11.00000, -9.00000, 0.00000)
(11.00000, -8.00000, 0.00000)
(11.00000, -7.00000, 0.00000)
(11.00000, -6.00000, 0.00000)
(11.00000, -5.00000, 0.00000)
(11.00000, -4.00000, 0.00000)
(11.00000, -3.00000, 0.00000)
(11.00000, -2.00000, 0.00000)
(11.00000, -1.00000, 0.00000)
(11.00000, 0.00000, 0.00000)
(11.00000, 1.00000, 0.00000)
(11.00000, 2.00000, 0.00000)
(11.00000, 3.00000, 0.00000)
(11.00000, 4.00000, 0.00000)
(11.00000, 5.00000, 0.00000)
(11.00000, 6.00000, 0.00000)
(11.00000, 7.00000, 0.00000)
(11.00000, 8.00000, 0.00000)
(11.00000, 9.00000, 0.00000)
(11.00000, 10.00000, 0.00000)
(11.00000, 10.33763, 0.00000)
