(0.99881, 0.00000, 0.00000)
(1.00000, -0.00724, 0.00000)
(1.00000, 0.00000, 0.00000)
(1.00000, 0.00724, 0.00000)
(1.03982, -0.25000, 0.00000)
(1.03982, 0.25000, 0.00000)
(1.05696, -0.50000, 0.00000)
(1.05696, 0.50000, 0.00000)
(1.08522, -0.75000, 0.00000)
(1.08522, 0.75000, 0.00000)
(1.12432, -1.00000, 0.00000)
(1.12432, 1.00000, 0.00000)
(1.17404, -1.25000, 0.00000)
(1.17404, 1.25000, 0.00000)
(1.23009, -1.50000, 0.00000)
(1.23417, 1.50000, 0.00000)
(1.25000, -1.57372, 0.00000)
(1.25000, -1.50000, 0.00000)
(1.25000, -1.25000, 0.00000)
(1.25000, -1.00000, 0.00000)
(1.25000, -0.75000, 0.00000)
(1.25000, -0.50000, 0.00000)
(1.25000, -0.25000, 0.00000)
(1.25000, 0.00000, 0.00000)
(1.25000, 0.25000, 0.00000)
(1.25000, 0.50000, 0.00000)
(1.25000, 0.75000, 0.00000)
(1.25000, 1.00000, 0.00000)
(1.25000, 1.25000, 0.00000)
(1.25000, 1.50000, 0.00000)
(1.25000, 1.55637, 0.00000)
(1.29784, -1.75000, 0.00000)
(1.30460, 1.75000, 0.00000)
(1.37318, -2.00000, 0.00000)
(1.38274, 2.00371, 0.00000)
(1.46313, -2.25000, 0.00000)
(1.47631, 2.25740, 0.00000)
(1.50000, -2.34398, 0.00000)
(1.50000, -2.25000, 0.00000)
(1.50000, -2.00000, 0.00000)
(1.50000, -1.75000, 0.00000)
(1.50000, -1.50000, 0.00000)
(1.50000, -1.25000, 0.00000)
(1.50000, -1.00000, 0.00000)
(1.50000, -0.75000, 0.00000)
(1.50000, -0.50000, 0.00000)
(1.50000, -0.25000, 0.00000)
(1.50000, 0.00000, 0.00000)
(1.50000, 0.25000, 0.00000)
(1.50000, 0.50000, 0.00000)
(1.50000, 0.75000, 0.00000)
(1.50000, 1.00000, 0.00000)
(1.50000, 1.25000, 0.00000)
(1.50000, 1.50000, 0.00000)
(1.50000, 1.75000, 0.00000)
(1.50000, 2.00371, 0.00000)
(1.50000, 2.25740, 0.00000)
(1.50000, 2.31604, 0.00000)
(1.56163, -2.50000, 0.00000)
(1.57783, 2.51111, 0.00000)
(1.67106, -2.75000, 0.00000)
(1.69011, 2.76481, 0.00000)
(1.75000, -2.91417, 0.00000)
(1.75000, -2.75000, 0.00000)
(1.75000, -2.50000, 0.00000)
(1.75000, -2.25000, 0.00000)
(1.75000, -2.00000, 0.00000)
(1.75000, -1.75000, 0.00000)
(1.75000, -1.50000, 0.00000)
(1.75000, -1.25000, 0.00000)
(1.75000, -1.00000, 0.00000)
(1.75000, -0.75000, 0.00000)
(1.75000, -0.50000, 0.00000)
(1.75000, -0.25000, 0.00000)
(1.75000, 0.00000, 0.00000)
(1.75000, 0.25000, 0.00000)
(1.75000, 0.50000, 0.00000)
(1.75000, 0.75000, 0.00000)
(1.75000, 1.00000, 0.00000)
(1.75000, 1.25000, 0.00000)
(1.75000, 1.50000, 0.00000)
(1.75000, 1.75000, 0.00000)
(1.75000, 2.00371, 0.00000)
(1.75000, 2.25740, 0.00000)
(1.75000, 2.51111, 0.00000)
(1.75000, 2.76481, 0.00000)
(1.75000, 2.88682, 0.00000)
(1.79161, -3.00000, 0.00000)
(1.81333, 3.01850, 0.00000)
(1.92343, -3.25000, 0.00000)
(1.94764, 3.27220, 0.00000)
(2.00000, -3.38419, 0.00000)
(2.00000, -3.25000, 0.00000)
(2.00000, -3.00000, 0.00000)
(2.00000, -2.75000, 0.00000)
(2.00000, -2.50000, 0.00000)
(2.00000, -2.25000, 0.00000)
(2.00000, -2.00000, 0.00000)
(2.00000, -1.75000, 0.00000)
(2.00000, -1.50000, 0.00000)
(2.00000, -1.25000, 0.00000)
(2.00000, -1.00000, 0.00000)
(2.00000, -0.75000, 0.00000)
(2.00000, -0.50000, 0.00000)
(2.00000, -0.25000, 0.00000)
(2.00000, 0.00000, 0.00000)
(2.00000, 0.25000, 0.00000)
(2.00000, 0.50000, 0.00000)
(2.00000, 0.75000, 0.00000)
(2.00000, 1.00000, 0.00000)
(2.00000, 1.25000, 0.00000)
(2.00000, 1.50000, 0.00000)
(2.00000, 1.75000, 0.00000)
(2.00000, 2.00371, 0.00000)
(2.00000, 2.25740, 0.00000)
(2.00000, 2.51111, 0.00000)
(2.00000, 2.76481, 0.00000)
(2.00000, 3.01850, 0.00000)
(2.00000, 3.27220, 0.00000)
(2.00000, 3.36264, 0.00000)
(2.06667, -3.50000, 0.00000)
(2.09322, 3.52590, 0.00000)
(2.22140, -3.75000, 0.00000)
(2.25000, -3.79343, 0.00000)
(2.25000, -3.75000, 0.00000)
(2.25000, -3.50000, 0.00000)
(2.25000, -3.25000, 0.00000)
(2.25000, -3.00000, 0.00000)
(2.25000, -2.75000, 0.00000)
(2.25000, -2.50000, 0.00000)
(2.25000, -2.25000, 0.00000)
(2.25000, -2.00000, 0.00000)
(2.25000, -1.75000, 0.00000)
(2.25000, -1.50000, 0.00000)
(2.25000, -1.25000, 0.00000)
(2.25000, -1.00000, 0.00000)
(2.25000, -0.75000, 0.00000)
(2.25000, -0.50000, 0.00000)
(2.25000, -0.25000, 0.00000)
(2.25000, 0.00000, 0.00000)
(2.25000, 0.25000, 0.00000)
(2.25000, 0.50000, 0.00000)
(2.25000, 0.75000, 0.00000)
(2.25000, 1.00000, 0.00000)
(2.25000, 1.25000, 0.00000)
(2.25000, 1.50000, 0.00000)
(2.25000, 1.75000, 0.00000)
(2.25000, 2.00371, 0.00000)
(2.25000, 2.25740, 0.00000)
(2.25000, 2.51111, 0.00000)
(2.25000, 2.76481, 0.00000)
(2.25000, 3.01850, 0.00000)
(2.25000, 3.27220, 0.00000)
(2.25000, 3.52590, 0.00000)
(2.25000, 3.77590, 0.00000)
(2.25000, 3.77961, 0.00000)
(2.38740, -4.00000, 0.00000)
(2.41827, 4.03331, 0.00000)
(2.50000, -4.15925, 0.00000)
(2.50000, -4.00000, 0.00000)
(2.50000, -3.75000, 0.00000)
(2.50000, -3.50000, 0.00000)
(2.50000, -3.25000, 0.00000)
